bedrooms,area,bathrooms,price
2,1310,2,5300000
4,2000,4,13900000
2,1000,2,4850000
2,1000,2,5800000
7,2400,7,12500000
3,2400,2,12500000
3,1310,2,7000000
1,850,1,7800000
7,3200,7,15000000
3,1310,2,8500000
4,2450,3,11000000
7,3100,7,14500000
3,1200,3,7500000
2,1081,2,6000000
3,1724,3,12500000
2,1030,2,4900000
2,735,2,5799000
2,1047,2,8200000
3,1397,3,10500000
3,1724,3,12700000
2,1010,2,4927000
3,1397,3,11000000
3,1397,3,10400000
3,1397,3,10800000
3,1920,3,15000000
3,1397,3,10500000
3,1724,3,12400000
2,1047,2,8400000
2,1047,2,8300000
4,7000,4,55000000
2,1120,2,5376000
2,1047,2,8262000
2,1047,2,9100000
3,1724,3,14600000
3,1600,3,17000000
3,1724,3,12500000
2,1010,2,4827000
2,1047,2,8900000
4,2500,5,24500000
3,1397,3,10500000
2,1047,2,7200000
2,1260,2,5800000
4,3092,4,23000000
2,1065,2,7000000
3,1724,3,14600000
2,1047,2,9100000
3,1724,3,12800000
2,1315,2,7400000
3,2100,3,15000000
3,1724,3,12500000
3,1724,3,14000000
2,1175,2,6500000
2,1043,2,5500000
2,1184,2,6900000
1,665,1,3200000
2,1250,2,4850000
3,1400,2,8000000
2,1184,2,6200000
2,1200,2,4700000
2,1200,2,7500000
2,1000,2,4950000
5,2800,5,12500000
3,1200,3,13000000
1,1200,1,12500000
2,1200,2,7500000
1,620,2,4800000
2,1185,2,7500000
3,1600,2,10800000
2,1180,2,7500000
2,1172,2,8200000
2,1179,2,7500000
2,1149,2,7500000
2,1336,2,10000000
2,1175,2,7500000
2,1190,2,7500000
2,1200,2,7500000
2,1200,2,7500000
2,1165,2,7500000
2,1145,2,7500000
3,1500,3,10400000
2,1210,2,7500000
2,1169,2,7500000
2,1200,2,7500000
2,1172,2,7500000
2,1172,2,7500000
2,1180,2,7500000
2,1200,2,8300000
2,1200,2,8000000
2,1195,2,7500000
2,1200,2,8000000
3,1521,3,9500000
3,1511,3,9500000
3,1683,3,10900000
3,1519,3,9300000
3,1521,3,9499000
3,1682,3,12000000
3,1521,3,9471000
3,1893,3,13000000
3,1705,3,11000000
4,2245,4,15400000
3,1682,3,11300000
3,1682,3,11400000
3,1506,3,9500000
3,1683,3,11000000
3,1684,3,12000000
4,2236,4,15300000
3,1894,4,11400000
4,2240,4,16000000
6,3600,6,14100000
2,1116,2,5000000
2,884,2,4110000
2,1005,2,5578000
2,1000,2,4650000
4,1500,2,9300000
2,1345,2,5500000
5,5000,6,36000000
2,1116,2,5189000
3,1052,2,6000000
2,940,2,5000000
3,1318,2,6800000
2,884,2,4800000
2,1150,2,5200000
2,1250,2,5200000
2,1260,2,5760000
1,730,1,3500000
3,1434,2,6739000
2,1146,2,5380000
2,1532,2,6200000
3,1620,2,7600000
2,1136,2,6450000
3,1400,2,6580000
2,1137,2,5340000
3,1601,3,9500000
3,1450,3,7500000
2,1152,2,5400000
2,1212,2,5690000
3,1505,3,7800000
3,1500,2,7000000
2,1236,2,5800000
2,1236,2,5800000
2,1120,2,5300000
4,1575,5,15800000
2,1105,2,8000000
4,1200,3,16000000
3,1200,2,11000000
3,1876,3,15000000
3,1665,3,9500000
3,1665,3,8658000
2,1340,2,6100000
2,1325,2,7000000
3,1665,3,8691000
2,1325,2,7000000
2,905,2,4000000
2,1325,2,6500000
2,1325,2,7300000
2,1565,2,6900000
2,905,2,3500000
3,1100,2,7630000
2,1140,2,4650000
2,1225,2,4686000
2,1052,2,5000000
3,1405,2,7700000
2,1065,2,5000000
2,1210,2,5500000
2,1060,2,4000000
3,1430,2,6950000
2,1421,2,9000000
2,1245,2,5500000
2,1200,2,4600000
2,1225,2,5200000
1,705,1,6700000
7,12000,7,220000000
4,2500,5,32500000
3,2006,3,29700000
1,686,1,6250000
3,2475,4,33200000
3,2610,3,39900000
3,2475,4,32000000
2,900,2,9500000
2,1420,2,15800000
3,2000,3,25000000
3,2215,3,27500000
3,2475,4,30000000
3,2215,4,31000000
1,480,1,6000000
2,1290,2,12000000
3,2475,4,32600000
3,2476,3,33700000
2,900,2,9000000
3,2050,4,27000000
2,900,2,7200000
1,620,1,8680000
2,600,1,6800000
3,2475,4,33700000
3,2215,3,27500000
3,2215,3,33000000
2,1020,2,8000000
2,600,1,9000000
3,2200,3,27500000
3,2475,4,32600000
2,1500,2,14000000
3,2475,4,34000000
2,1400,2,19000000
3,2475,4,30000000
3,2400,3,38000000
1,580,1,4500000
2,1410,2,12500000
2,1220,2,5700000
2,1200,2,5200000
2,1200,2,6000000
3,1933,3,14000000
2,950,2,4696000
2,1230,2,8000000
4,3800,4,25000000
2,1019,2,4985000
2,1215,2,6700000
4,2181,3,15200000
2,1170,2,5300000
2,1019,2,4986000
2,1325,2,7155000
2,1220,2,5650000
2,1152,2,5600000
3,1610,3,9000000
2,1146,2,7000000
3,1469,3,8900000
4,2519,5,18500000
2,957,2,4690000
3,1583,3,10500000
4,2524,5,19000000
2,1071,2,5225000
2,1215,2,5886000
2,1102,2,5367000
3,1900,3,12300000
2,1045,2,6000000
2,1215,2,5886000
2,1365,2,7300000
2,1208,2,7000000
2,1325,1,9200000
3,1525,3,9000000
3,1937,3,14000000
3,1550,3,8300000
2,1350,2,8600000
2,957,2,4700000
2,1230,2,5700000
2,1200,2,5800000
1,607,1,3500000
3,1583,3,10900000
2,1075,2,5243000
2,1360,2,10300000
2,1220,2,5850000
2,950,2,4568000
1,615,1,4400000
3,1595,3,9000000
2,1350,2,8900000
2,1020,2,5700000
2,1600,3,8800000
1,780,1,5500000
3,1710,3,10000000
2,1358,2,8100000
2,1205,2,7500000
3,1730,3,11000000
3,1583,3,11500000
2,1200,2,6700000
2,1095,2,6000000
2,1060,2,4800000
2,1050,2,6500000
2,1102,2,5367000
2,1026,2,4995000
2,1220,2,5900000
2,881,2,4806000
3,1710,3,10000000
3,1680,3,10500000
3,1910,3,11900000
2,1602,2,10400000
1,700,1,3800000
3,1469,3,8900000
3,1690,3,11600000
2,1065,2,5500000
3,1693,3,12500000
3,1693,3,12500000
2,1196,2,5790000
3,1595,3,8800000
3,2122,3,12500000
3,1730,3,11500000
2,1125,2,5500000
3,1950,3,11500000
2,1250,2,6800000
2,1125,2,5680000
2,1350,2,9000000
2,1200,2,5300000
4,2500,5,17500000
2,957,2,4700000
2,1350,2,6000000
4,3400,4,23500000
2,1350,2,9900000
2,1285,2,5500000
4,2500,5,18100000
4,3800,4,23500000
4,3951,4,23000000
2,1125,2,5480000
3,1700,3,12600000
2,1270,2,7300000
2,950,2,4670000
3,1550,3,8500000
2,1019,2,4986000
2,1144,2,6500000
2,1240,2,5500000
1,1100,2,7500000
2,1156,2,5200000
4,2524,5,18000000
2,1135,2,6000000
3,1839,3,13000000
2,1170,2,8500000
2,1102,2,5367000
3,1108,2,6000000
3,1449,3,11000000
2,1360,2,10100000
2,1026,2,5018000
2,1270,2,8000000
2,1100,2,5000000
2,1196,2,5795000
3,1485,2,9000000
2,1146,2,6900000
2,1090,2,5800000
2,1200,2,5850000
2,1200,2,6700000
2,1000,2,5700000
2,600,2,3500000
2,1200,2,6900000
2,900,2,4900000
2,1140,2,6000000
2,1100,2,5500000
2,1152,1,6600000
2,1200,2,6500000
2,1050,2,5800000
2,1160,2,6500000
2,1334,2,6776000
4,1800,4,14500000
3,1200,3,9000000
3,1200,3,12000000
9,5000,9,21000000
3,1550,2,6500000
2,1125,2,4000000
2,1190,2,3925000
1,800,1,2950000
3,1250,2,4400000
2,1171,2,3900000
2,1200,2,5350000
3,1670,3,5900000
2,1140,2,4300000
2,1170,2,5200000
2,1102,2,5367000
3,1390,3,6800000
2,1200,2,4950000
2,950,2,4650000
3,1560,3,7500000
3,1750,3,8650000
3,1385,2,6650000
2,1080,2,4500000
2,1170,2,5900000
3,1200,2,5790000
2,1030,2,5036000
2,1296,2,8100000
3,1550,3,7400000
3,1845,3,9100000
2,1185,2,8500000
2,1225,2,4800000
3,1930,3,7500000
3,1600,2,6500000
3,1344,2,5600000
3,1500,2,7000000
3,1855,3,9600000
2,1175,2,7500000
2,1175,2,7350000
3,1710,4,9131000
2,1020,2,4895000
2,1175,2,7350000
2,1070,2,4500000
2,1239,2,5300000
2,1060,2,6200000
2,980,2,4547000
2,883,2,4000000
3,1525,3,9600000
2,1200,2,6500000
2,883,2,4095000
2,1070,2,4965000
2,883,2,5000000
2,1155,2,5100000
2,1003,2,4300000
2,1237,2,7300000
2,883,2,4500000
2,1170,2,6500000
2,1029.5,2,5085500
2,940,2,4361000
2,1020,2,4895000
3,1568,2,10000000
2,1175,2,7050000
3,1080,2,6000000
2,883,2,3700000
2,1020,2,4590000
2,1105,2,4973000
2,1022,2,4590000
2,1020,2,4500000
2,1019,2,4590000
2,1020,2,4600000
2,1021,2,4600000
2,1021,2,4590000
3,1565,2,7500000
5,2500,5,13000000
2,1125,2,4556000
4,2150,4,11500000
2,1250,2,7500000
3,1789,3,7500000
3,1731,3,6411000
2,2400,2,12500000
2,1080,2,3900000
2,1090,2,3600000
3,1250,2,6500000
2,2400,2,13500000
3,1240,2,6500000
3,1240,2,6500000
2,1001,2,3303000
2,1103,2,5500000
2,1143,2,6200000
2,2260,3,8000000
1,600,1,3300000
3,1451,3,6800000
1,1200,1,3982000
2,1209,2,5000000
2,1100,2,4350000
3,1495,2,6500000
3,1820,3,7950000
3,1350,3,6000000
3,1495,2,7000000
3,1350,3,15000000
2,1200,2,15000000
3,2400,3,16000000
1,884,2,3600000
2,1055,2,5500000
2,1223,2,6000000
2,956,2,4900000
2,1200,2,15000000
2,1145,2,4000000
1,300,1,2000000
4,1250,3,17500000
1,710,2,4000000
2,1212,2,5000000
2,1020,2,5500000
2,1120,2,5300000
2,1146,2,5000000
2,1190,2,6300000
2,1050,2,8000000
5,2500,3,18000000
2,1250,3,17000000
3,1400,2,13500000
2,1100,2,4620000
2,1080,2,4900000
4,1800,3,18000000
2,1225,2,5800000
2,980,2,4800000
4,2400,4,14500000
3,1650,3,9500000
2,1500,2,9100000
1,400,1,1400000
4,2172.65,3,12000000
3,2319,3,18000000
3,2430,4,18000000
2,936,2,4020000
2,1125,2,4450000
2,1315,2,7000000
2,1077,2,5000000
4,2496,4,12500000
2,1110,2,4495000
2,1247,2,5856000
2,1392,2,9900000
1,705,1,5250000
3,1300,3,8000000
1,705,1,5700000
1,705,1,5500000
1,705,1,5700000
2,1335,2,11000000
2,1260,2,8550000
2,1308,2,8904000
3,1566,3,8330000
3,1485,3,8500000
2,1302,2,6910000
2,1308,2,8904000
3,2357,3,13500000
3,2357,3,13500000
2,1469,2,9914000
2,1053,2,4500000
2,1363,2,6800000
3,2556,3,13300000
1,674,1,2100000
1,527,1,2600000
3,1167,2,3800000
2,1060,2,3500000
1,640,1,2050000
2,1105,2,3000000
2,1100,2,3000000
3,2111,3,10300000
3,1775,3,11000000
4,2363,5,12000000
4,2342,3,11500000
2,967,2,4110000
3,1374,3,7200000
3,1674,3,9000000
3,1269,2,6300000
2,1100,2,5000000
3,1674,3,8100000
3,2420,3,18500000
2,1078,2,6500000
2,1101,2,6550000
2,1041,2,6550000
2,1300,2,8000000
2,1085,2,6400000
3,1855,3,14500000
2,1050,2,4800000
2,1165,2,8850000
2,1101,2,6600000
4,3400,4,27500000
3,1798,3,8900000
3,1518,3,7600000
2,1161,2,5900000
2,1298,2,6500000
4,2732,4,20400000
4,3356,4,25100000
2,1206,2,7500000
4,2774,4,20700000
4,2690,4,19100000
4,2690,4,19900000
2,1655,2,9765000
2,1075,2,6000000
3,1858,2,16700000
2,1150,2,9000000
4,2690,4,19100000
4,2658,5,18700000
2,946,2,5800000
4,2774,4,20800000
4,2774,4,20800000
4,3200,4,28000000
4,2690,4,20100000
2,1145,2,7500000
4,2732,4,19400000
4,2658,5,18900000
4,2774,4,19700000
4,3496,4,26200000
4,2774,4,19700000
4,2732,4,20400000
3,1798,3,15000000
4,2774,4,20800000
2,1184,2,7800000
4,3504,4,26200000
2,1055,2,7500000
3,1425,2,9400000
2,935,2,4500000
3,1720,3,10000000
2,1200,2,7200000
2,1225,2,5355000
2,1100,2,7000000
2,1171,2,7500000
2,935,2,4500000
2,1065,2,4786000
4,2010,3,12500000
3,1480,2,8400000
2,1210,2,7400000
2,1171,2,7200000
3,1480,3,9500000
2,1210,2,8000000
3,1859,3,12100000
3,2300,3,14200000
2,1210,2,8000000
2,1210,2,7700000
2,1330,2,7400000
3,1720,3,10600000
3,2990,3,17000000
2,1171,2,7300000
3,1630,3,11000000
2,1165,2,5200000
2,2640,2,17000000
2,1165,2,5142000
2,1020,2,6300000
2,1176,2,6200000
2,1258,2,11500000
2,1100,2,6500000
4,3400,3,21000000
3,4500,4,36000000
2,1200,2,6000000
2,1000,1,9000000
2,1067,2,5200000
2,1100,2,6000000
3,2051,3,18000000
3,2051,3,17000000
2,1006,2,3500000
3,1550,2,9000000
2,1050,2,4000000
3,1400,2,6700000
2,1100,2,5000000
2,1255,2,8000000
2,1075,2,3500000
2,1400,2,5750000
2,1175,2,6000000
2,810,2,3450000
2,1000,2,3400000
2,1000,2,4200000
6,3800,6,17500000
2,1068,2,4800000
3,1510,2,6500000
2,1359,2,8700000
2,1438,2,10000000
3,1688,3,11800000
2,1198,2,7700000
2,1180,2,7000000
3,1546,3,9900000
2,1000,2,6530000
2,1109,2,6300000
2,1000,2,6800000
2,1255,2,7900000
2,1205,2,6290000
2,1198,2,8200000
2,1235,2,6500000
2,1210,2,8000000
2,1210,2,7700000
1,661,1,4000000
2,1210,2,7800000
2,1050,2,6000000
2,1398,2,9700000
2,1065,2,5800000
2,1007,2,6400000
2,1210,2,7793000
2,1230,2,8000000
2,980,2,5700000
2,1075,2,6000000
2,1210,2,6900000
2,1343,2,7600000
2,1194,2,4700000
2,1194,2,4700000
2,1194,2,4600000
2,1194,2,4700000
2,1194,2,4600000
2,1194,2,4700000
2,1194,2,4700000
2,1092,2,4300000
2,1194,2,4500000
1,1200,1,4500000
2,1194,2,4600000
2,1194,2,4700000
2,1194,2,4700000
2,1194,2,4600000
2,1194,2,4600000
3,1550,2,8000000
2,1025,2,4450000
2,1247,2,5980000
2,900,2,4200000
2,1302,2,6600000
3,1550,2,8000000
2,1247,2,6235000
2,1350,2,6800000
2,920,2,3955000
2,1160,2,4639000
2,965,2,4800000
2,1160,2,4639000
2,1160,2,4639000
2,960,2,5000000
4,2028,4,16200000
2,1352,2,8750000
2,1190,2,6800000
2,1352,2,8500000
2,1352,2,7500000
3,2273,4,22000000
2,1352,3,9300000
3,2273,4,19200000
2,1352,2,7200000
2,1200,2,12000000
2,1040,2,4600000
2,1200,2,4500000
2,1235,2,6500000
3,1140,3,13000000
2,970,2,5500000
3,1560,3,12500000
2,1200,2,6000000
3,1200,3,14000000
2,1100,3,12500000
2,1150,2,7200000
4,1500,4,18500000
9,3600,8,16500000
2,1080,2,4800000
2,1325,2,5200000
3,1300,3,14500000
2,1100,2,8500000
3,1667,3,13000000
2,1050,2,5207000
2,1050,2,5550000
2,1050,2,5350000
2,1220,2,5950000
2,1050,2,5250000
2,1050,2,5210000
2,1050,2,5350000
2,1113,2,5500000
4,3657,5,22000000
1,680,1,3264000
2,1050,2,5250000
1,690,1,3980000
2,1200,2,5000000
2,1050,2,4725000
2,1050,2,5550000
2,985,2,4997000
2,1050,2,5250000
2,1050,2,5208000
2,1050,2,5207000
2,1050,2,5208000
2,985,2,4997000
3,1856,3,10600000
2,1050,2,5250000
2,985,2,5017000
3,2600,3,16000000
2,985,2,5017000
2,1050,2,5271000
2,1295,2,4390000
2,1145,2,4579000
2,1419,2,4810000
2,1295,2,5547000
2,1133,2,4907000
2,1090,2,4200000
2,1260,2,6739000
2,1141,2,3855000
2,1140,2,4939000
2,1303,2,5579000
1,600,1,2200000
3,1278,2,5376000
1,500,1,2500000
2,1143,2,3865000
3,1610,3,7400000
2,1105,2,6500000
2,1258,2,6353000
2,1128,2,3824000
2,1157,2,5380000
2,1185,2,4739000
2,1030,2,5000000
2,1144,2,3855000
2,1196,2,5151000
3,1570,3,8800000
2,1168,2,6100000
2,1306,2,5591000
3,1608,3,6798000
3,1575,2,7800000
2,1200,2,3500000
2,1151,2,3902000
3,1570,2,6500000
2,1196,2,5115000
2,1419,2,4800000
2,1295,2,7000000
1,648,1,3175000
2,1100,2,5500000
2,1140,2,3855000
2,1090,2,4359000
2,1023,2,4200000
2,1070,2,5000000
8,4800,8,22500000
2,1128,2,4879000
2,1267,2,4285000
1,550,1,2100000
2,1120,2,3795000
2,1608,2,8500000
2,1210,2,4500000
2,1240,2,5327000
3,1395,2,7200000
2,1165,2,4500000
3,1288,2,7000000
2,1120,2,3797000
2,1140,2,3865000
2,1095,2,3833000
3,1420,2,6000000
2,1303,2,4417000
2,1185,2,4017000
2,1140,2,4927000
2,1095,2,3833000
2,1235,2,7500000
3,1280,3,5760000
2,1303,2,5579000
2,1162,2,6500000
2,1133,2,3841000
2,1151,2,4900000
2,1267,2,5435000
2,1100,2,5000000
2,1185,2,4017000
2,1306,2,4417000
2,1196,2,4044000
2,1178,2,7500000
2,1128,2,4000000
2,1151,2,3900000
3,1525,2,9913000
2,1060,2,4800000
6,3900,6,19500000
2,1128,2,4879000
2,1170,2,5000000
2,1185,2,5115000
2,1255,2,5387000
2,1419,2,6042000
3,1693,3,7138000
9,3600,9,24000000
2,1196,2,4054000
2,1196,2,4054000
2,1160,2,7000000
2,1133,2,3837000
2,1140,2,4870000
2,1140,2,3865000
2,1140,2,3855000
2,1295,2,5547000
2,1133,2,4000000
3,1550,3,8680000
2,1400,2,4500000
2,1110,2,5200000
3,1580,3,8374000
3,1640,3,8680000
2,1185,2,5115000
2,1295,2,4390000
3,1279,2,5376000
2,1196,2,4054000
2,1240,2,4054000
2,1090,2,5700000
2,1240,2,4204000
3,1757,3,9800000
3,1530,3,6400000
3,1587,3,7380000
2,1295,2,5547000
3,1450,2,6700000
2,1090,2,5700000
2,945,2,4500000
2,1303,2,5578000
8,3450,7,22500000
2,1419,2,4810000
3,1700,2,8600000
2,1270,2,6200000
2,1250,2,6800000
3,1260,2,6200000
2,1196,2,4054000
3,1580,2,6685000
2,1050,2,3700000
3,1021,3,5900000
2,1196,2,4054000
3,1500,3,8800000
2,1168,2,6600000
3,1400,2,8600000
2,1157,2,6500000
2,1206,2,4070000
2,1000,2,5000000
3,1485,2,6300000
3,1335,2,5600000
2,1255,2,4254000
3,1530,3,6486000
3,1850,3,9800000
2,1140,2,4400000
8,6000,8,21500000
2,1140,2,3900000
1,510,1,2200000
2,1187,2,4014000
2,1141,2,6000000
3,1640,3,22900000
3,2390,3,41500000
3,2390,3,41000000
4,3516,4,54000000
3,1640,3,22300000
6,1800,4,32400000
4,3526,4,55800000
3,1800,3,26000000
3,1640,3,24100000
2,1370,2,17000000
3,2409,3,36000000
2,1718,3,28800000
3,2386,3,33400000
2,1200,2,15000000
2,1160,1,16300000
1,660,1,7500000
2,1440,2,17000000
3,2448,3,40000000
2,1440,2,18500000
3,1640,3,23000000
3,1800,2,25000000
4,3100,4,55000000
4,3526,4,59800000
2,1357,2,13000000
3,2300,3,36900000
3,2500,3,35000000
3,2559,3,40300000
2,1763,3,26200000
3,2533,3,42500000
2,1268,2,12700000
3,1640,3,26200000
2,1200,1,20000000
3,2367,3,37500000
4,2440,2,41500000
3,1640,3,25100000
3,1640,3,26800000
3,2367,4,34000000
5,3600,5,51000000
4,1350,4,23000000
5,2400,5,40800000
3,2500,3,34000000
3,2390,3,37200000
3,2415,3,39900000
2,1718,3,27500000
2,1763,3,24000000
3,2409,3,39500000
2,1314,2,22500000
2,1440,2,16500000
3,1640,3,24500000
3,1690,3,12500000
2,1263,2,9332000
4,2340,4,14800000
4,2340,5,12900000
2,1330,2,9300000
4,2340,5,12900000
2,1309,2,8000000
4,2340,4,14500000
4,2330,5,17500000
4,2340,5,16000000
2,1151,2,4877000
2,1251,2,4700000
2,1235,2,5204000
3,1610,2,11100000
1,540,1,3000000
2,1235,2,4680000
2,1215,2,5126000
3,2257,4,15700000
2,1251,2,4740000
3,1610,2,11500000
2,920,2,6500000
2,1215,2,4550000
2,1253,2,5266000
2,1295,2,9500000
2,1151,2,5050000
2,1235,2,4930000
3,2257,3,15900000
2,1295,2,9500000
3,1910,3,14200000
2,1215,2,4610000
2,1251,2,5000000
3,1610,2,11500000
2,1151,2,4360000
2,1251,2,5300000
2,845,2,4582000
3,1910,3,15000000
3,2040,3,11400000
2,1251,2,4600000
2,1151,2,4600000
3,1610,2,11200000
3,1610,2,11500000
3,1200,3,5610000
4,2787,5,22000000
2,1125,2,7500000
2,1151,2,4250000
3,2257,3,15500000
3,1500,3,10000000
3,1910,3,13100000
4,3700,4,22500000
5,3500,5,15000000
2,1050,2,3700000
2,1040,2,5000000
2,1200,3,7200000
1,360,1,2600000
2,950,2,5079000
3,1200,2,6600000
3,1525,3,10000000
2,1200,2,8000000
2,1200,2,4200000
2,1100,2,6800000
2,1185,2,4550000
2,1170,2,4680000
2,1150,2,5100000
2,1200,2,4800000
2,600,3,4500000
2,1110,2,6500000
2,1200,2,7800000
1,600,1,4300000
2,1006,2,5700000
2,1200,2,7600000
2,700,2,3300000
2,1125,2,4700000
2,1000,2,6200000
2,1334,2,6700000
2,1200,2,4600000
2,1200,2,5790000
2,1360,2,4500000
2,1170,2,4400000
4,2200,4,13000000
2,1050,2,5166000
4,2916,5,23000000
3,2316,3,12500000
2,1101,2,5000000
2,1150,2,4000000
2,1050,2,3780000
2,935,2,3900000
2,1200,2,6800000
1,540,1,3500000
2,960,2,3500000
3,1314,2,6300000
2,1065,2,4495000
3,1708,3,7500000
3,1199,2,4850000
3,1577,3,6700000
2,1253,2,5700000
1,583,1,2690000
2,1198,2,5400000
3,1555,3,7517000
3,1458,3,6000000
3,1179,2,5500000
3,1601,3,7000000
4,1708,3,7600000
1,470,1,2100000
5,3600,5,14500000
3,1357,2,5900000
3,3761,3,66000000
4,2780,5,48000000
4,2720,4,48500000
3,3761,3,65000000
3,3850,3,65000000
4,3500,4,70000000
5,7500,5,150000000
3,1500,2,9500000
2,1100,2,5600000
2,1219,2,4800000
3,1100,2,7500000
3,1655,3,11500000
2,1150,2,5400000
2,1270,2,6985000
2,960,2,5600000
2,1048,2,5000000
2,1160,2,5500000
3,1200,2,7500000
4,2500,4,20000000
3,1914,3,17900000
3,1500,3,12500000
2,1100,2,5500000
3,1914,3,14900000
2,1000,2,6000000
2,1175,2,4900000
3,1370,2,9000000
2,1100,2,5500000
3,1100,2,7500000
2,1180,2,7200000
2,1200,2,6000000
2,1032,2,4500000
2,1200,2,4600000
2,1270,2,9600000
2,1201,2,8000000
2,1200,2,5400000
2,1291,2,7230000
2,1000,2,7000000
2,1100,2,9800000
2,1150,2,7220000
3,1800,3,18000000
2,630,1,3500000
5,3300,3,25000000
3,1900,2,18000000
2,1575,2,9000000
2,960,2,5500000
2,1050,2,5900000
2,1150,2,7000000
3,1500,3,15000000
2,1180,2,8000000
3,2121,4,25300000
3,2289,3,26000000
3,2500,4,32500000
3,2145,4,27000000
3,1200,3,12800000
3,2663,4,33800000
3,1840,4,17500000
3,2250,3,14800000
3,1600,3,7500000
2,1242.5,2,4349000
2,913,2,3200000
2,1128,2,6000000
2,1185,2,4700000
3,900,2,4200000
1,649.5,1,1753500
2,1020,2,3500000
2,1195,2,4200000
2,1240,2,4400000
2,950,2,3250000
3,1285,2,6800000
2,925,2,2500000
4,3190,3,16000000
2,1215,2,4000000
3,1200,3,7800000
2,1000,2,3000000
2,1157,2,4000000
3,2238,3,14000000
3,2020,3,8500000
4,2885,3,18500000
2,1240,2,4430000
1,625,1,1900000
4,2585.5,4,13950000
2,940,2,2538000
4,2100,3,12500000
2,913,2,3600000
3,1404,2,5335000
3,1830,3,8800000
3,1364,2,5600000
2,1124,2,3035000
2,1044,2,3200000
1,650,1,1987000
2,1175,2,4200000
2,1240,2,4310000
2,1032,2,4200000
2,1044,2,3400000
3,1200,3,7613000
2,1200,2,6200000
2,900,2,2798000
2,1205,2,2900000
2,850,2,3200000
2,1175,2,4168000
2,920,2,3300000
2,1150,2,4100000
2,1200,2,4260000
3,1333,3,5000000
2,1044,2,3600000
2,950,2,3500000
3,2172,3,10000000
1,633,1,1709000
2,1451,2,8700000
4,2400,3,14000000
3,1525,2,6800000
2,1095,2,4500000
3,1425,3,5700000
3,2497,3,14000000
3,1787,3,9829000
3,1787,3,12500000
2,1000,2,6700000
2,1346,2,7403000
2,1195,2,7000000
3,1550,3,10000000
3,2100,3,12500000
3,1691,3,11300000
2,1278,2,9500000
3,2238,3,14000000
3,1800,3,11000000
3,1984,4,14600000
2,1128,2,5900000
3,1700,3,11000000
3,1157,2,7500000
2,1282,2,7200000
4,4111,4,31000000
4,3900,4,30000000
2,1050,2,6200000
3,1700,3,13500000
3,1691,3,11900000
3,1846,3,14000000
3,1200,3,9500000
3,1819,3,10000000
3,1845,4,11000000
2,1233,2,7765000
3,1680,3,11200000
2,1255,2,9200000
2,1311,2,7800000
3,1157,2,7500000
2,1145,2,7500000
3,1300,2,7000000
3,2180,3,17000000
3,1750,3,11000000
3,1200,3,7000000
3,2600,3,20000000
1,685,1,4000000
2,1241,2,8200000
1,835,1,4695000
2,1280,2,7600000
2,1263,2,7800000
3,1691,3,9800000
2,1308,2,8300000
3,1592,3,9100000
2,1150,2,7700000
3,1965,3,12000000
3,2275,4,18000000
2,1418,2,7800000
2,1200,2,9300000
2,1115,2,6000000
3,1525,2,8700000
2,1346,2,7132000
1,715,1,2900000
2,1230,2,9450000
3,1750,3,9900000
2,1145,2,6200000
3,1500,3,8800000
3,1846,3,14500000
2,1067,2,6000000
3,1700,3,9500000
2,1230,2,6500000
4,3785,5,28000000
3,2556,3,16900000
2,1278,2,9000000
2,1305,2,9900000
3,1755,3,12200000
3,1700,3,9350000
2,1060,2,5500000
3,1455,2,9800000
3,1850,3,14000000
1,950,1,3990000
3,1826,3,13000000
3,1660,2,11600000
3,1700,3,10800000
3,1539,3,8500000
3,1489,2,8200000
2,1200,2,7500000
3,3044,3,18300000
3,1877,4,15000000
2,1229,2,7000000
2,1342,2,7000000
3,1711,3,11000000
2,1050,2,6350000
2,1350,2,10200000
4,2990,4,24000000
3,1457,3,8500000
3,1685,3,13500000
3,1200,3,7000000
2,984,2,5500000
2,1320,2,10000000
3,1984,4,14500000
3,1550,2,8900000
4,2425,5,20100000
3,1691,3,11300000
3,2070,4,16000000
3,1435,3,9000000
2,1262,2,6700000
3,1693,3,12500000
3,1826,3,12500000
3,1660,3,11600000
3,1830,3,11900000
4,2900,4,24000000
2,1059,2,6800000
3,1157,2,7400000
3,1700,3,11800000
3,1691,3,12000000
2,1308,2,7500000
3,1580,3,12500000
3,1763.25,3,9800000
3,1826,3,13000000
3,1550,2,9800000
3,1819,3,10000000
2,984,2,5900000
3,1489,3,8800000
1,702,1,5200000
2,1242,2,7500000
3,2275,4,18500000
3,2100,3,13500000
3,1700,3,9350000
3,1862,4,11000000
3,2275,4,17500000
3,1787,3,11600000
3,1691,3,9301000
2,1028,2,5600000
3,1181,2,6500000
3,1691,3,10000000
2,1026,2,6055000
2,1350,2,8500000
3,1157,2,7200000
2,1019,2,6200000
4,3418,3,23500000
1,691,1,3110000
3,1881,3,14500000
3,2275,4,18200000
3,1881,3,14500000
4,2880,3,21100000
1,675,1,2700000
2,1346,2,7403000
3,1691,3,11900000
2,1335,2,9500000
3,1680,3,12600000
3,1222,2,6800000
4,3420,4,22500000
3,1510,2,11000000
2,1242,2,7800000
2,1129,2,6900000
3,1850,3,14000000
3,1879,3,15500000
3,1157,2,7500000
4,2425,5,17500000
2,1323,2,7400000
3,2289,3,17800000
3,2100,3,13000000
1,702,1,3580000
3,1800,3,12800000
